NumberPlate	Date	Time
ELR7CL30	2025-01-31 19:16:36
KL07CL095	2025-01-31 19:16:37
KLO7CL3095	2025-01-31 19:16:38
KL07CL9095	2025-01-31 19:16:39
KLO7CL9095	2025-01-31 19:16:40
L07C19095	2025-01-31 19:17:26
ELR7CL30	2025-01-31 19:18:31
KL07CL095	2025-01-31 19:18:32
KLO7CL3095	2025-01-31 19:18:32
KL07CL9095	2025-01-31 19:18:32
KLO7CL9095	2025-01-31 19:18:33
L07C19095	2025-01-31 19:18:47
